asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,product_badge,coupon_text,book_format,unit_price,unit_count
B0C59PPC2V,GABINETE GAMER FORCEFIELD BLACK VULCAN - FRONTAL E LATERAL EM VIDRO - PCYES - GFFBVP – PCYES,"R$ 377,97",,BRL,4.7,145,https://www.amazon.com.br/dp/B0C59PPC2V,https://m.media-amazon.com/images/I/61vXeoaiBoL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 377,97",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: sex., 25 de jul.",False,,,,,
B09HL8HBRJ,"Cooler Processador Redragon Tyr - 120mm, LED Azul, Intel + AMD","R$ 89,90","R$ 105,76",BRL,4.8,601,https://www.amazon.com.br/dp/B09HL8HBRJ,https://m.media-amazon.com/images/I/81yW8mHO2lL._AC_UL960_FMwebp_QL65_.jpg,4,"R$ 104,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0DDTYB5KT,Samsung Carregador de parede Super Rápido 45W (Cabo USB-C),"R$ 189,90",,BRL,4.7,70,https://www.amazon.com.br/dp/B0DDTYB5KT,https://m.media-amazon.com/images/I/51jFYUuAZwL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 189,90",False,False,False,False,Mais de 200 compras no mês passado,Entrega GRÁTIS: 12 - 19 de ago.,False,,,,,
B09WJD17ZS,Suporte Articulado de Mesa com Pistão a Gás para Monitores de 17&#x27; a 35&#x27; Branco - F80W ELG,"R$ 206,12","R$ 219,90",BRL,4.9,2127,https://www.amazon.com.br/dp/B09WJD17ZS,https://m.media-amazon.com/images/I/61xh-XgujGL._AC_UL960_FMwebp_QL65_.jpg,6,"R$ 200,00",False,False,False,True,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B09DPQNLQ7,"ULANZI BASTÃO LUMINOSO MAGNÉTICO, Luz LED RGB 360° Cor Completa CRI95+ para Fotografia/Vlog, Bateria 2000mAh Recarregável, Mini Tubo Portátil 2500-9000K Ajustável com LCD para TikTok YouTube","R$ 127,50","R$ 150,00",BRL,4.6,1165,https://www.amazon.com.br/dp/B09DPQNLQ7,https://m.media-amazon.com/images/I/71HbpyD2M+L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 127,50",False,False,True,False,Mais de 200 compras no mês passado,,False,Com Prime,,,,
B0DGFN8MYN,Roteador TP-Link Archer AX12 WI-FI 6 AX1500 Dual Band Gigabit 4 Ant,"R$ 209,00","R$ 220,90",BRL,4.6,70,https://www.amazon.com.br/dp/B0DGFN8MYN,https://m.media-amazon.com/images/I/41ypQaH09dL._AC_UL960_FMwebp_QL65_.jpg,9,"R$ 213,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,,,,
B0975WWR2C,"Babá Eletrônica, TakTark Câmera para Bebês com Tela de 3.2&quot;, Visão Noturna Infravermelha, Áudio Bidirecional, Detecção de Som VOX, Monitoramento Temperatura, Canção de Ninar","R$ 399,99",,BRL,4.6,1355,https://www.amazon.com.br/dp/B0975WWR2C,https://m.media-amazon.com/images/I/61h2x-zBZIL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 399,99",False,False,False,False,Mais de 300 compras no mês passado,Entrega GRÁTIS: 12 - 21 de ago.,False,,,,,
B0CJT7RXLM,"Headset Sem Fio Logitech Zone 300 Com Microfone Flip-to-Mute com Cancelamento de Ruído, Conexão Bluetooth, Bateria Recarregável via USB-C e Almofadas Confortáveis - Grafite","R$ 429,98","R$ 479,90",BRL,4.6,518,https://www.amazon.com.br/dp/B0CJT7RXLM,https://m.media-amazon.com/images/I/61BXENUz1lL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 429,98",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",True,,,,,
B0BHDMHHM9,"JBL, Fone de Ouvido Sem Fio, Bluetooth, Wave Buds TWS - Preto","R$ 319,00",,BRL,4.6,14397,https://www.amazon.com.br/dp/B0BHDMHHM9,https://m.media-amazon.com/images/I/51lhZsdupGL._AC_UL960_FMwebp_QL65_.jpg,10,"R$ 299,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: ter., 22 de jul.",False,,,,,
B07VC41CXJ,Switch Gigabit De Mesa Com 8 Portas 10/100/1000 Ls1008G Smb,"R$ 153,75",,BRL,4.8,29893,https://www.amazon.com.br/dp/B07VC41CXJ,https://m.media-amazon.com/images/I/514VZqWEmfL._AC_UL960_FMwebp_QL65_.jpg,25,"R$ 131,79",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B08ZGYHBJ7,"Suporte de Parede Multiarticulado com Pistão a Gás, Produto Ergonômico, Capacidade 2 a 9kg, Para Monitor ou TVs de 17&quot;a 34&quot;, Preto, F410, ELG","R$ 223,98","R$ 230,66",BRL,4.8,1527,https://www.amazon.com.br/dp/B08ZGYHBJ7,https://m.media-amazon.com/images/I/51EZCmKZ0JL._AC_UL960_FMwebp_QL65_.jpg,12,"R$ 229,00",False,False,False,True,Mais de 200 compras no mês passado,"Entrega GRÁTIS: ter., 15 de jul.",False,,,,,
B075Y6Y9H5,"Bolsa carteiro Lenovo T210, para laptops de até 15,6&quot;, preto (GX40Q17229)","R$ 120,24","R$ 129,00",BRL,4.7,45502,https://www.amazon.com.br/dp/B075Y6Y9H5,https://m.media-amazon.com/images/I/817Da7pNmfL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 120,24",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B09YDNFPFT,Intelbras Câmera de Vídeo Wi-Fi Full HD iM5 SC com cartão MicroSD 32GB Branco,"R$ 373,50","R$ 415,03",BRL,4.7,1960,https://www.amazon.com.br/dp/B09YDNFPFT,https://m.media-amazon.com/images/I/41i486K47TL._AC_UL960_FMwebp_QL65_.jpg,15,"R$ 352,78",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B07DHSHXVP,"Power Bank Pro 20000mAH, Bateria Portátil Universal, Carga Rápida, Display Indicador, Entradas Micro USB e USB-C, 2 Portas USB-A, Preto, PB200BK, ELG","R$ 159,74",,BRL,4.6,198,https://www.amazon.com.br/dp/B07DHSHXVP,https://m.media-amazon.com/images/I/71vKDr03jgL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 159,74",False,False,False,True,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0BVKYFKXX,"Carregador Portátil Baseus Bipow Digital Display Power Bank 30000mAh 15W Preto,modelo PPBD30","R$ 265,00",,BRL,4.7,1475,https://www.amazon.com.br/dp/B0BVKYFKXX,https://m.media-amazon.com/images/I/61-ct8DyGUL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 265,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,,,,
B0CQMDJR1F,"Rack 1,33 mt para TV até 60&quot; com estrutura usinada MDF 15mm THEO cor Cinamomo/Off White - Artely","R$ 288,88",,BRL,4.7,226,https://www.amazon.com.br/dp/B0CQMDJR1F,https://m.media-amazon.com/images/I/817jVPzSW2L._AC_UL960_FMwebp_QL65_.jpg,7,"R$ 275,54",False,False,False,False,Mais de 200 compras no mês passado,Entrega R$ 23: 7 - 13 de ago.,False,,,,,
B0F5SHX44D,Mini Projetor Portatil 4K 1080 Full HD 5g Wifi 6 Bluetooth 5.0 Android HY300 Suporte 8000 Lumens Para Celular LED Projete até 130 polegadas,"R$ 229,90",,BRL,4.1,54,https://www.amazon.com.br/dp/B0F5SHX44D,https://m.media-amazon.com/images/I/51ExhTaazLL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 229,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0DGMVGY15,PCYES ForceField TWR Black Vulcan - GFFTWRBV: Gabinete Gamer Mid-tower com Vidro Temperado e Suporte para até 9 Fans de 120mm,"R$ 296,84",,BRL,4.8,25,https://www.amazon.com.br/dp/B0DGMVGY15,https://m.media-amazon.com/images/I/61J9teSxB+L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 296,84",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: sex., 25 de jul.",False,,,,,
B0DGPVPW72,"Smartwatch PEJE Relógio Smartwatch com Pulseira Extra - Tela Touch HD 1.28&quot;,À Prova d&#x27;Água IP68,Faz Chamadas Bluetooth,123+ Modos Esportivos,Bateria de 5-7 Dias,Compatível com iOS/Android.(Preto)","R$ 143,76","R$ 169,08",BRL,4.5,27,https://www.amazon.com.br/dp/B0DGPVPW72,https://m.media-amazon.com/images/I/61ZU6aPKGyL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 143,76",False,False,True,False,Mais de 100 compras no mês passado,,False,Com Prime,,,,
B0DLZP8ZYN,TECKKIN Cartucho de Tinta Compatível para HP 667 667XL Compatível com HP DeskJet Ink Advantage 2374 1275 2376 2775 2776 DeskJet Plus 6475 6476 6075 (1 Preto 1 Colorido),"R$ 189,99","R$ 259,99",BRL,4.2,4759,https://www.amazon.com.br/dp/B0DLZP8ZYN,https://m.media-amazon.com/images/I/71+4h0jQErL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 189,99",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,Oferta,,,,
B09YRVD2VW,"Mochila feminina de viagem grande, impermeável, aprovada como bagagem de mão, para trilha e esportes ao ar livre, B8 - Preto, X- Large","R$ 125,00","R$ 140,00",BRL,4.6,16013,https://www.amazon.com.br/dp/B09YRVD2VW,https://m.media-amazon.com/images/I/61-4YlU1dML._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 125,00",False,False,False,False,Mais de 200 compras no mês passado,Entrega R$ 30: 23 - 25 de jul.,True,,,,,
B097TN561M,"KF432S20IB/8 - Memória 8GB SODIMM DDR4 3200Mhz FURY Impact 1,35V 1Rx8 260 pinos para notebook, Preto","R$ 149,99",,BRL,4.7,2640,https://www.amazon.com.br/dp/B097TN561M,https://m.media-amazon.com/images/I/61Ro+Ua5hKS._AC_UL960_FMwebp_QL65_.jpg,19,"R$ 140,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: sex., 1 de ago.",False,,,,,
B07Y33FYZS,Caixas de Som e Soundbar Redragon Orpheus GS550 Estéreo 2.0 com LEDs Preto,"R$ 133,18","R$ 157,00",BRL,4.5,887,https://www.amazon.com.br/dp/B07Y33FYZS,https://m.media-amazon.com/images/I/71mWUtcfPwL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 133,18",False,True,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,Escolha,,,,
B07M69276N,"Adaptador USB 3.0 Mini TP-Link Archer T3U Wireless AC1300 Dual Band 2.4/5 GHz MU-MIMO, Preto.","R$ 154,90",,BRL,4.7,32439,https://www.amazon.com.br/dp/B07M69276N,https://m.media-amazon.com/images/I/41s+w3cC3JL._AC_UL960_FMwebp_QL65_.jpg,17,"R$ 123,98",False,False,False,False,Mais de 200 compras no mês passado,Entrega GRÁTIS: 21 - 22 de jul.,False,,,,,
B076HV3FH3,"Boom Box Up USB, Mondial, Preto, 6W, Bivolt - NBX-13","R$ 399,00",,BRL,4.4,1063,https://www.amazon.com.br/dp/B076HV3FH3,https://m.media-amazon.com/images/I/81Zn2JkMrsL._AC_UL960_FMwebp_QL65_.jpg,9,"R$ 329,00",False,False,False,False,Mais de 400 compras no mês passado,"Entrega R$ 32,03: 23 - 25 de jul.",False,,,,,
B09NC4SSSQ,"Roteador TP-Link Archer AX53, WiFi 6, Gigabit Dual Band Wireless Cable, Velocidade WiFi até 2402Mbps/5GHz+574Mbps/2.4GHz, 4 Gigabit LAN Ports, Ideal para jogos Xbox/PS4/Steam &amp; 4K/8K","R$ 369,99",,BRL,4.8,5935,https://www.amazon.com.br/dp/B09NC4SSSQ,https://m.media-amazon.com/images/I/61PEyrVDs-L._AC_UL960_FMwebp_QL65_.jpg,15,"R$ 367,31",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B0CMCPY4VG,"GameSir Nova Lite Controlador sem fio 2.4g para PC com Windows, iPhone, Android, Switch e Steam Deck, Controle Bluetooth Gamepad com gatilho de efeito Hall, Turbo, vibração Rumble(roxo escuro)","R$ 183,20","R$ 239,00",BRL,4.3,491,https://www.amazon.com.br/dp/B0CMCPY4VG,https://m.media-amazon.com/images/I/61RfqSvlqqL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 183,20",False,False,True,False,Mais de 100 compras no mês passado,Estimativa de envio de 2 a 3 dias,True,Com Prime,,Windows,,
B0BDMNMFP1,Fones de Ouvido Sem Fio Bluetooth 96 Horas para ReproduçãO Esportiva com Display de Led Fones de Ouvido com Ganchos Fone de Ouvido com Microfone Embutido para Treino Preto,"R$ 169,00",,BRL,4.4,1578,https://www.amazon.com.br/dp/B0BDMNMFP1,https://m.media-amazon.com/images/I/71UYU4qvBPL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 169,00",False,False,False,False,Mais de 200 compras no mês passado,Entrega GRÁTIS: 31 de jul. - 8 de ago.,False,,,,,
B0DBVK8S6F,"Basike Fones de Ouvido Sem Fio, Headphone Bluetooth on-ear com Microfone, ANC Cancelamento do Ruído, Até 50 Horas de Música, HQ001B (Branco)","R$ 141,95","R$ 167,00",BRL,4.4,532,https://www.amazon.com.br/dp/B0DBVK8S6F,https://m.media-amazon.com/images/I/514n0rnHIgL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 141,95",False,False,True,False,Mais de 200 compras no mês passado,,True,Com Prime,,,,
B0CJJR6WK4,Kit 4 Câmera Ip Yoosee Prova D&#x27;água Infravermelho Lâmpada Hd,"R$ 215,90",,BRL,4.4,105,https://www.amazon.com.br/dp/B0CJJR6WK4,https://m.media-amazon.com/images/I/71LkSP-orSL._AC_UL960_FMwebp_QL65_.jpg,10,"R$ 188,98",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qui., 24 de jul.",False,,,,,
B075BKXSCQ,HD SSD Kingston SA400S37 480GB,"R$ 305,00",,BRL,4.8,14329,https://www.amazon.com.br/dp/B075BKXSCQ,https://m.media-amazon.com/images/I/71veNz-BVNL._AC_UL960_FMwebp_QL65_.jpg,11,"R$ 259,98",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: ter., 22 de jul.",False,,,,,
B0CKK4XLTB,Carregador Portátil (Power Bank) i2GO Pocket 5000mAh - Modelo USB-C- Bivolt,"R$ 137,69","R$ 142,20",BRL,4.4,440,https://www.amazon.com.br/dp/B0CKK4XLTB,https://m.media-amazon.com/images/I/61wg5LVdnOL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 137,69",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0BJKGQSGQ,"Fone de Ouvido Stage Hero6 TWS com cancelamento de ruído ativo (ANC), fone sem fio Bluetooth 5.2 com 4 microfones para chamada, 35H tempo de reprodução, modos duplo, IPX5 à prova d&#x27;água","R$ 199,00",,BRL,4.4,1757,https://www.amazon.com.br/dp/B0BJKGQSGQ,https://m.media-amazon.com/images/I/61d03Y2E89L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 199,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,"Economize R$ 30,00 com o cupom",,,
B0CCSTWB9R,CONTROLE SEM FIO XBOX - ASTRAL PURPLE,"R$ 429,90",,BRL,4.7,6027,https://www.amazon.com.br/dp/B0CCSTWB9R,https://m.media-amazon.com/images/I/61B4klaWctL._AC_UL960_FMwebp_QL65_.jpg,7,"R$ 405,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",True,,,Xbox One,,
B0DMSZPHBJ,"Câmera Digital Infantil Portátil 20MP, Tela de 2 Polegadas, 200 dpi, Resolução 1080P, Impressão Instantânea, Conexão com Celular, com Papel de Impressão (CAM-12607-rosa)","R$ 131,98","R$ 146,00",BRL,4.7,51,https://www.amazon.com.br/dp/B0DMSZPHBJ,https://m.media-amazon.com/images/I/61Fy+xIS9NL._AC_UL960_FMwebp_QL65_.jpg,4,"R$ 126,60",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B088LY8R1H,Controle LG Magic Remote MR20GA - Tv&#x27;s 2020 Série UN,"R$ 185,79",,BRL,4.7,13905,https://www.amazon.com.br/dp/B088LY8R1H,https://m.media-amazon.com/images/I/71paofyHD2L._AC_UL960_FMwebp_QL65_.jpg,9,"R$ 183,56",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0CWNQP4RG,"HAYLOU S30 Fone de ouvido Bluetooth com Cancelamento Ativo de Ruído, Over Ear Headphones com Extraível Individualmente Microfone, Suporta conexão com consoles","R$ 259,99",,BRL,4.7,745,https://www.amazon.com.br/dp/B0CWNQP4RG,https://m.media-amazon.com/images/I/61FW2WQkTpL._AC_UL960_FMwebp_QL65_.jpg,2,"R$ 259,99",False,False,False,False,Mais de 100 compras no mês passado,,True,,,,,
B0CCJWZR39,"Celular POSITIVO P51, Flip, Função Modem, 4G, Câmera Traseira, Tela 2,4” LCD, Rádio FM, Botão SOS, Dual SIM Preto","R$ 205,97",,BRL,4.2,204,https://www.amazon.com.br/dp/B0CCJWZR39,https://m.media-amazon.com/images/I/41Plga0dByL._AC_UL960_FMwebp_QL65_.jpg,18,"R$ 199,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: ter., 26 de ago.",False,,,,,
B0BH8ZN7ZH,Gabinete Gamer Mancer Hexer | Rainbow | Mid-Tower | Lateral de Vidro | Com 3 Fans | Preto | MCR-HEX-RB01,"R$ 187,19","R$ 258,90",BRL,4.6,923,https://www.amazon.com.br/dp/B0BH8ZN7ZH,https://m.media-amazon.com/images/I/61oKZETJXIL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 187,19",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: sex., 8 de ago.",False,Oferta,,,,
B0DGLB45RM,"Basike Fone de Ouvido Bluetooth, ANC Cancelamento de Ruído Ativo Headphone Bluetooth 5.3+EDR, Som Surround 3D, Headset com Microfone, Certificação Hi-Pure Audio, 30 horas reprodução, Y6 (Rosa)","R$ 136,85","R$ 161,00",BRL,4.5,528,https://www.amazon.com.br/dp/B0DGLB45RM,https://m.media-amazon.com/images/I/51Joz1qakPL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 136,85",False,False,True,False,Mais de 200 compras no mês passado,,True,Com Prime,,,,
B0CN3T8HNM,FONE DE OUVIDO TWS BLUETOOTH 5.3 EDIFIER W160T - PRETO Pequeno,"R$ 186,16",,BRL,4.4,484,https://www.amazon.com.br/dp/B0CN3T8HNM,https://m.media-amazon.com/images/I/41foHpXL7cL._AC_UL960_FMwebp_QL65_.jpg,3,"R$ 156,37",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",True,,,,,
B08L62FZ5D,"JBL, Fone de Ouvido Bluetooth, Tune 125BT, Intra Auricular, Sem Fio, Microfone Integrado - Branco","R$ 177,84",,BRL,4.6,2406,https://www.amazon.com.br/dp/B08L62FZ5D,https://m.media-amazon.com/images/I/31+8XowsXIL._AC_UL960_FMwebp_QL65_.jpg,14,"R$ 157,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0CFG44Q5D,Telefone Sem Fio TS 7510 Branco Intelbras,"R$ 129,90","R$ 144,33",BRL,4.7,1389,https://www.amazon.com.br/dp/B0CFG44Q5D,https://m.media-amazon.com/images/I/31vi0lrMsEL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 129,90",False,False,True,False,Mais de 100 compras no mês passado,,False,Oferta Prime Day,,,,
B01LF37K80,"Mouse sem fio Logitech M720 Triathlon com Conexão USB Unifying ou Bluetooth com Easy-Switch para até 3 Dispositivos, 1000 DPI, 6 Botões Programáveis e Pilha Inclusa","R$ 278,40",,BRL,4.8,8780,https://www.amazon.com.br/dp/B01LF37K80,https://m.media-amazon.com/images/I/51pMqozCpML._AC_UL960_FMwebp_QL65_.jpg,11,"R$ 248,34",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0DT6TG9YH,"Basike Fone de Ouvido Sem Fio Esportivo BLuetooth 5.3 TWS，Tela LED Dupla, 3 Tamanhos Tampões Ouvido Intercambiáveis, Suporta chamadas de voz, adequadas para Android e IOS (Preto)","R$ 135,15","R$ 159,00",BRL,4.4,138,https://www.amazon.com.br/dp/B0DT6TG9YH,https://m.media-amazon.com/images/I/61iWQN6371L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 135,15",False,False,True,False,Mais de 200 compras no mês passado,,True,Com Prime,,,,
B0F2474CLH,"Power Bank 20000mAh Carregador Portátil, 2 USB-A (até 22.5W, PD) + 1 USB-C (até 20W, PD) + 1 Micro USB (até 18W), Carregamento Rápido, Proteção Inteligente, Compatível com Android e iOS – Preto","R$ 109,99",,BRL,4,84,https://www.amazon.com.br/dp/B0F2474CLH,https://m.media-amazon.com/images/I/61uTIun0myL._AC_UL960_FMwebp_QL65_.jpg,3,"R$ 95,99",False,False,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,Economize 5% com o cupom,,,
B0BSVMZ2R5,Rack para Tv ate 75&quot; com 2 portas CHARLOTTE cor Pinho/Off White - Artely,"R$ 429,90",,BRL,4.5,304,https://www.amazon.com.br/dp/B0BSVMZ2R5,https://m.media-amazon.com/images/I/51PNtAxCrLL._AC_UL960_FMwebp_QL65_.jpg,9,"R$ 357,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega R$ 32,84: 7 - 13 de ago.",False,,,,,
B07SQTTPWD,"UGREEN Capa para laptop de 13,3 polegadas, couro de camurça PU, macia, acolchoada com zíper, capa compatível com MacBook Air Pro 2021, 2020 e 2019, resistente à água, pasta protetora, cinza","R$ 133,46",,BRL,4.9,1169,https://www.amazon.com.br/dp/B07SQTTPWD,https://m.media-amazon.com/images/I/61EGtFF-PwL._AC_UL960_FMwebp_QL65_.jpg,14,"R$ 133,19",False,True,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,Escolha,,,,
B0C6TVR37N,Roteador WI-FI MESH TWIBI FORCE AX,"R$ 275,63",,BRL,4.5,338,https://www.amazon.com.br/dp/B0C6TVR37N,https://m.media-amazon.com/images/I/41YDyRT1oEL._AC_UL960_FMwebp_QL65_.jpg,24,"R$ 270,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B08CBNXKPG,Webcam USB Full HD 1080P WB com Microfone Ângulo 110° e Tripé,"R$ 169,90",,BRL,4.4,4587,https://www.amazon.com.br/dp/B08CBNXKPG,https://m.media-amazon.com/images/I/51HGTtcwklL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 169,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B09X7DMBVF,"SanDisk Cartão 256GB Extreme PRO® microSD™ UHS-I com adaptador C10, U3, V30, A2, 200MB/s leitura 140MB/s escrita SDSQXCD-256G-GN6MA","R$ 249,00",,BRL,4.8,16903,https://www.amazon.com.br/dp/B09X7DMBVF,https://m.media-amazon.com/images/I/615YdkNEs1L._AC_UL960_FMwebp_QL65_.jpg,18,"R$ 244,99",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,
B0CT9TKZ7R,Câmera de Segurança Dupla Wi-fi Smart Angulo Duplo A28B 3mp Icsee,"R$ 138,99",,BRL,4.4,306,https://www.amazon.com.br/dp/B0CT9TKZ7R,https://m.media-amazon.com/images/I/41A9hMVWfbL._AC_UL960_FMwebp_QL65_.jpg,26,"R$ 118,75",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B083QYHX3K,"ULANZI Tripé para câmera, mini suporte flexível com suporte de telefone oculto com suporte para sapata fria, parafuso de 1/4 polegada para braço mágico, universal para câmeras iPhone","R$ 109,65","R$ 124,00",BRL,4.5,5145,https://www.amazon.com.br/dp/B083QYHX3K,https://m.media-amazon.com/images/I/61IX5oA3cKL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 109,65",False,False,True,False,Mais de 100 compras no mês passado,,False,Com Prime,,,,
B075KBBY8C,Telefone Sem Fio Digital Com Secretária Eletrônica TS 3130 Preto Intelbras,"R$ 188,89","R$ 209,90",BRL,4.7,2140,https://www.amazon.com.br/dp/B075KBBY8C,https://m.media-amazon.com/images/I/51fyUFWgjjL._AC_UL960_FMwebp_QL65_.jpg,18,"R$ 140,31",False,True,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,Escolha,,,,
B07N7JDF9C,Cartão de Memória MicroSDXC 256GB Sandisk Ultra Classe 10 100MB/s,"R$ 159,90",,BRL,4.8,363,https://www.amazon.com.br/dp/B07N7JDF9C,https://m.media-amazon.com/images/I/51YXzpAbXmL._AC_UL960_FMwebp_QL65_.jpg,18,"R$ 122,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B0BZMLBSYN,"FONE COM CANCELAMENTO DE RUÍDO E HI-RES W820NB PLUS - PRETO, Pequeno","R$ 463,60","R$ 529,00",BRL,4.6,719,https://www.amazon.com.br/dp/B0BZMLBSYN,https://m.media-amazon.com/images/I/61-1QzwDzCL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 463,60",False,False,True,False,Mais de 100 compras no mês passado,,True,Com Prime,,,,
B0CZQ55VPQ,Tripé para Câmera e Celular com Nível Bolsa e Suporte de celular Kit Tripod com controle remoto sem fio,"R$ 119,90",,BRL,4.7,144,https://www.amazon.com.br/dp/B0CZQ55VPQ,https://m.media-amazon.com/images/I/61p57sVtxXL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 119,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,,,,
B08LQQ824D,Mousepad Gamer Redragon Flicker 90 x 40 XL P032,"R$ 111,91","R$ 122,00",BRL,4.8,839,https://www.amazon.com.br/dp/B08LQQ824D,https://m.media-amazon.com/images/I/51MSieMa54L._AC_UL960_FMwebp_QL65_.jpg,5,"R$ 99,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
