asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,coupon_text,product_badge,product_byline,unit_price,unit_count,book_formats
B08XQWLDKP,"Furadeira Parafusadeira Bosch GSR 1000 Smart, Com Acessórios, 12 Volts","R$ 279,90","R$ 340,32",BRL,4.8,7383,https://www.amazon.com.br/dp/B08XQWLDKP,https://m.media-amazon.com/images/I/61nXSgxFHeL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 279,90",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B07JKR48ZS,Bomba D&#x27;Água Periferica 1/2HP BP500 Intech Machine (220V),"R$ 148,90","R$ 165,44",BRL,4.6,625,https://www.amazon.com.br/dp/B07JKR48ZS,https://m.media-amazon.com/images/I/51lVCW-mZJL._AC_UY654_FMwebp_QL65_.jpg,21,"R$ 140,62",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B076JHQHMD,"Refil de Purificação Compacta Gioviale, Lorenzetti, 7411119, Pequeno","R$ 128,99","R$ 136,92",BRL,4.8,1479,https://www.amazon.com.br/dp/B076JHQHMD,https://m.media-amazon.com/images/I/41y2l21u8GL._AC_UY654_FMwebp_QL65_.jpg,30,"R$ 136,37",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0DB7KNX7N,YESOP Torneira Cozinha Gourmet Monocomando Extensível Escovado 50 cm,"R$ 299,99","R$ 339,99",BRL,4.9,28,https://www.amazon.com.br/dp/B0DB7KNX7N,https://m.media-amazon.com/images/I/51BWr3bkwaL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 299,99",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",True,,Economize 11%,,,,
B0F3X7CRBM,"Câmera IP Sem Fio de Segurança Externa HD 1080p, Câmera Doméstica Inteligente de Visão Noturna Infravermelha Sem Fio, IP66 à Prova d&#x27;água e à Prova de Poeira, Chamada de Voz Bidirecional","R$ 107,90","R$ 149,00",BRL,3,2,https://www.amazon.com.br/dp/B0F3X7CRBM,https://m.media-amazon.com/images/I/51UdcBcqi0L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 107,90",False,False,False,False,,"Entrega R$ 28,47: 23 - 25 de jul.",False,,,,,,
B0DXLDZRDH,"Camera de Segurança wifi Externa TP-Link Tapo C500, Color Night Vision(New), 1080p Full HD, 360° de Alcance, Visão Noturna, a prova d´água IP65, Áudio de Duas Vias, Compatível com Alexa, 512G","R$ 299,90",,BRL,4.6,99,https://www.amazon.com.br/dp/B0DXLDZRDH,https://m.media-amazon.com/images/I/41ThE8NNTSL._AC_UY654_FMwebp_QL65_.jpg,3,"R$ 294,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0777R62G6,Level Black Pinador Pneumático Para Pinos De 10-50 Mm Mtx,"R$ 179,91","R$ 199,88",BRL,4.7,352,https://www.amazon.com.br/dp/B0777R62G6,https://m.media-amazon.com/images/I/71paPeLk21L._AC_UY654_FMwebp_QL65_.jpg,10,"R$ 194,90",False,False,False,False,Mais de 40 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B08KD6BZ79,"Babá Eletronica Câmera Sem Fio Visão Noturna Lcd Digital,Branco","R$ 272,90",,BRL,4.6,2211,https://www.amazon.com.br/dp/B08KD6BZ79,https://m.media-amazon.com/images/I/611V96KsmNL._AC_UY654_FMwebp_QL65_.jpg,9,"R$ 256,00",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,,
B0DXKW6F5M,"Roowest 100 peças de leque de plástico africano, redondo, ventiladores portáteis africanos, 5 estilos, em formato redondo, para mulheres, verão, casamento, aniversário, presentes africanos, artigos de","R$ 239,79",,BRL,5,6,https://www.amazon.com.br/dp/B0DXKW6F5M,https://m.media-amazon.com/images/I/91LIYXsCyKL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 239,79",False,False,False,False,,"Entrega R$ 8,90: ter., 5 de ago.",False,,,,,,
B09Q3JWYB9,Câmera de Vídeo Inteligente Wi-Fi iM4 C Branco Intelbras + MicroSD 32GB,"R$ 342,46","R$ 351,00",BRL,4.7,3780,https://www.amazon.com.br/dp/B09Q3JWYB9,https://m.media-amazon.com/images/I/41R+nGW2+JL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 342,46",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0DKT43F3X,"Lustre Pendente LED Two Butterflies, Luminária Pendente Ouro Com Temperatura Tricolor, 3000K-6000K","R$ 145,79","R$ 179,99",BRL,5,15,https://www.amazon.com.br/dp/B0DKT43F3X,https://m.media-amazon.com/images/I/515AEjkOUYL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 145,79",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,Economize 19%,,,,
B09Q3JWYB9,Câmera de Vídeo Inteligente Wi-Fi iM4 C Branco Intelbras + MicroSD 32GB,"R$ 342,46","R$ 351,00",BRL,4.7,3780,https://www.amazon.com.br/dp/B09Q3JWYB9,https://m.media-amazon.com/images/I/41R+nGW2+JL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 342,46",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0DKT43F3X,"Lustre Pendente LED Two Butterflies, Luminária Pendente Ouro Com Temperatura Tricolor, 3000K-6000K","R$ 145,79","R$ 179,99",BRL,5,15,https://www.amazon.com.br/dp/B0DKT43F3X,https://m.media-amazon.com/images/I/515AEjkOUYL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 145,79",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,Economize 19%,,,,
B0D1DQBN4H,Controle Universal Ir Sensor Temperatura Umidade Wifi Tuya,"R$ 166,90",,BRL,4,44,https://www.amazon.com.br/dp/B0D1DQBN4H,https://m.media-amazon.com/images/I/51exFdhJCAL._AC_UY654_FMwebp_QL65_.jpg,9,"R$ 139,90",False,False,False,False,,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,,
B0F32VZFBY,Zagonel Ducha Eletrônica Optima 7700W 220V Branco,"R$ 189,90",,BRL,4.6,6,https://www.amazon.com.br/dp/B0F32VZFBY,https://m.media-amazon.com/images/I/7160JPmzwGL._AC_UY654_FMwebp_QL65_.jpg,11,"R$ 129,90",False,False,False,False,,"Entrega GRÁTIS: ter., 22 de jul.",False,,,,,,
B0DZP2XKRV,"Chave Catraca, Jogo de Chaves, Kit Chave Catraca, Kit Chaves, Jogo de Soquete, Jogo de Chave Catraca, Kits de Ferramentas Manuais, 94pcs","R$ 249,99",,BRL,,0,https://www.amazon.com.br/dp/B0DZP2XKRV,https://m.media-amazon.com/images/I/71IVz4QuwiL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 249,99",False,False,False,False,,"Entrega GRÁTIS: sáb., 19 de jul.",False,"Economize R$ 20,00 com o cupom",,,,,
B08C2F93NW,Leitor Biométrico U 4500 Digital Persona HID,"R$ 399,00",,BRL,4.6,86,https://www.amazon.com.br/dp/B08C2F93NW,https://m.media-amazon.com/images/I/51msT2gj2GL._AC_UY654_FMwebp_QL65_.jpg,6,"R$ 379,00",False,False,False,False,,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,,
B087MCJJKT,"Kit Rede/Tela De Proteção Preta - 14,35M2","R$ 78,80","R$ 109,90",BRL,4.6,1054,https://www.amazon.com.br/dp/B087MCJJKT,https://m.media-amazon.com/images/I/81sglVUYcQL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 78,80",False,False,True,False,Mais de 50 compras no mês passado,,False,,Oferta Prime Day,,,,
B0778Y9JLB,Mor - Escada Alumínio 6 Degraus,"R$ 212,90",,BRL,4.8,12457,https://www.amazon.com.br/dp/B0778Y9JLB,https://m.media-amazon.com/images/I/41D6u7S1WUL._AC_UY654_FMwebp_QL65_.jpg,7,"R$ 133,90",False,False,False,False,Mais de 500 compras no mês passado,"Entrega GRÁTIS: ter., 29 de jul.",False,,,Alumínio,,,
B0DXCGGS46,Ventilador de Teto com Lâmpada Led E27 Bivolt 60W Super Silencioso Controle Remoto 3 Opções de Iluminação e Ventilação Selo Energia A,"R$ 119,80",,BRL,4,32,https://www.amazon.com.br/dp/B0DXCGGS46,https://m.media-amazon.com/images/I/518xyS5jTtL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 119,80",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 10% com o cupom,,eletrica,,,
B0C38V3STL,"Sunitact Lanterna Led Recarregável, Lanterna Tatica Militar 10000 Lumens XHP70.2 Lanterna a Pilha, USB Lanternas Taticas Super Potentes Led Recarregavel, Ideal para Camping, Pesca e Emergências","R$ 106,38","R$ 119,98",BRL,4.7,4987,https://www.amazon.com.br/dp/B0C38V3STL,https://m.media-amazon.com/images/I/71IicxCYOcL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 106,38",False,False,True,False,Mais de 300 compras no mês passado,,False,,Com Prime,,,,
B0B72921L4,Ventilador de Mesa Repelente Líquido Desmontável Arno Xtreme Force Breeze 40cm VB55 127V,"R$ 310,00",,BRL,4.5,254,https://www.amazon.com.br/dp/B0B72921L4,https://m.media-amazon.com/images/I/71E2FD1BvhL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 310,00",False,False,False,False,,"Entrega GRÁTIS: qua., 30 de jul.",False,,,Energia elétrica,,,
B0BVGGYH8V,PAINEL LED FRAMELESS TASCHIBRA SOBREPOR 48W QUADRADO 6500K,"R$ 124,42",,BRL,4.9,26,https://www.amazon.com.br/dp/B0BVGGYH8V,https://m.media-amazon.com/images/I/21fqyATeiaL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 124,42",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0CYPPS4VG,"Câmera IP Sem Fio de Segurança Externa HD 3MP, Câmera de Visão Noturna Infravermelha WiFi, Dupla Lente Grande Angular, IP66 à Prova D&#x27;água e à Prova de Poeira, Chamada de Voz Bidirecional, Preto","R$ 179,99",,BRL,4.5,2448,https://www.amazon.com.br/dp/B0CYPPS4VG,https://m.media-amazon.com/images/I/617WtAfloXL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 179,99",False,False,False,True,Mais de 300 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0BQJVKVQR,"Camera de Segurança wifi Externa TP-Link Tapo C500, 1080p Full HD, 360° de Alcance, Visão Noturna, a prova d´água IP65, Áudio de Duas Vias, Compatível com Alexa, 512G de Armazenamento Local","R$ 292,37",,BRL,4.6,12864,https://www.amazon.com.br/dp/B0BQJVKVQR,https://m.media-amazon.com/images/I/41Tw369Ez1L._AC_UY654_FMwebp_QL65_.jpg,9,"R$ 289,90",False,False,False,True,Mais de 500 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0DGGVB13Q,Climatizador Britânia 4 em 1 Autonomia de 26h BCL05A 127V,"R$ 303,90","R$ 361,39",BRL,4.2,63,https://www.amazon.com.br/dp/B0DGGVB13Q,https://m.media-amazon.com/images/I/61x65w6KtfL._AC_UY654_FMwebp_QL65_.jpg,16,"R$ 231,31",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qui., 24 de jul.",False,,,,,,
B0F6JV7S9K,"Ventilador de Mão Portatil Recarregavel, Display Digital LED Mini Turbofan, 12 Horas Silencioso Potente, Adequado para Casa, Viagens e Escritório Durante o Verão, Branco","R$ 99,99","R$ 150,00",BRL,4.1,8,https://www.amazon.com.br/dp/B0F6JV7S9K,https://m.media-amazon.com/images/I/61VyAkDtWBL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 99,99",False,False,True,False,Mais de 30 compras no mês passado,,False,"Economize R$ 10,00 com o cupom",Com Prime,Alimentado por bateria,,,
B0BQJVKVQR,"Camera de Segurança wifi Externa TP-Link Tapo C500, 1080p Full HD, 360° de Alcance, Visão Noturna, a prova d´água IP65, Áudio de Duas Vias, Compatível com Alexa, 512G de Armazenamento Local","R$ 292,37",,BRL,4.6,12864,https://www.amazon.com.br/dp/B0BQJVKVQR,https://m.media-amazon.com/images/I/41Tw369Ez1L._AC_UY654_FMwebp_QL65_.jpg,9,"R$ 289,90",False,False,False,True,Mais de 500 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0DGGVB13Q,Climatizador Britânia 4 em 1 Autonomia de 26h BCL05A 127V,"R$ 303,90","R$ 361,39",BRL,4.2,63,https://www.amazon.com.br/dp/B0DGGVB13Q,https://m.media-amazon.com/images/I/61x65w6KtfL._AC_UY654_FMwebp_QL65_.jpg,16,"R$ 231,31",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qui., 24 de jul.",False,,,,,,
B0F6JV7S9K,"Ventilador de Mão Portatil Recarregavel, Display Digital LED Mini Turbofan, 12 Horas Silencioso Potente, Adequado para Casa, Viagens e Escritório Durante o Verão, Branco","R$ 99,99","R$ 150,00",BRL,4.1,8,https://www.amazon.com.br/dp/B0F6JV7S9K,https://m.media-amazon.com/images/I/61VyAkDtWBL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 99,99",False,False,True,False,Mais de 30 compras no mês passado,,False,"Economize R$ 10,00 com o cupom",Com Prime,Alimentado por bateria,,,
B0DJCKJFVG,Extensão Eletrica 50 Metros Reforçada 10/20a Profissional,"R$ 131,90",,BRL,3.4,30,https://www.amazon.com.br/dp/B0DJCKJFVG,https://m.media-amazon.com/images/I/61OYWM-b-CL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 131,90",False,False,False,False,,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,,
B0FC2SHCW1,"Luminária de Teto Moderna em Alumínio - Duplo Quadrado, 3 Cores de Luz Ajustável, Bivolt, 18-40W para Sala/Quarto/Corredor","R$ 159,89",,BRL,,0,https://www.amazon.com.br/dp/B0FC2SHCW1,https://m.media-amazon.com/images/I/516RTJ8Q0xL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 159,89",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DTJFZ4HZ,"Furadeira e Parafusadeira de Impacto Sem Fio 21V com LED, 2 Baterias Recarregáveis Bivolt e 32 Acessórios - Maleta Completa para Uso Profissional e Doméstico","R$ 249,90",,BRL,4.3,199,https://www.amazon.com.br/dp/B0DTJFZ4HZ,https://m.media-amazon.com/images/I/61P7lYVJTLL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 249,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,,
B0DBWMH8WN,Gabinete Banheiro Para Pia De Coluna Com Rodinhas Armario Moderno E Organizador Com 1 Porta Nichos e Rodízios Pequin (Branco),"R$ 229,00","R$ 299,00",BRL,4.4,66,https://www.amazon.com.br/dp/B0DBWMH8WN,https://m.media-amazon.com/images/I/415-MtmqLrL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 229,00",False,False,False,False,,"Entrega GRÁTIS: dom., 20 de jul.",True,,,,,,
B0CL5C76CL,Ventilador Britânia BVT491 Tecnologia Maxx Force 174W 127V,"R$ 129,00","R$ 179,90",BRL,4.4,374,https://www.amazon.com.br/dp/B0CL5C76CL,https://m.media-amazon.com/images/I/71a2qO50VQL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 129,00",False,False,True,False,Mais de 500 compras no mês passado,,False,,Oferta Prime Day,Energia elétrica,,,
B0DLKCZ8S8,"Anti-ácaro, Remoção de Poeira Anti-ácaro, Anti-ácaro Portátil, Máquina de Limpeza Anti-ácaro Sem Fio, Super Sucção 8000Pa, Ácaro da Poeira","R$ 189,99",,BRL,3.7,11,https://www.amazon.com.br/dp/B0DLKCZ8S8,https://m.media-amazon.com/images/I/51Dh0l3TqaL._AC_UY654_FMwebp_QL65_.jpg,9,"R$ 166,25",False,False,False,False,Mais de 20 compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,Economize 5% com o cupom,,,,,
B0F8R71H93,Botina Bota EPI para trabalho Unissex Com numeração especial numeração do 34 ao 50 - L102PVC Lider com Bico de PVC e solado Duplo (48),"R$ 155,00",,BRL,4.8,6,https://www.amazon.com.br/dp/B0F8R71H93,https://m.media-amazon.com/images/I/51VZgtwq-fL._AC_UY654_FMwebp_QL65_.jpg,13,"R$ 140,00",False,False,False,False,,Entrega R$ 27: 23 - 25 de jul.,False,,,,,,"[{'asin': 'B0F8R71H93', 'format': 'Outra forma de comprar'}, {'asin': 'B0F8R71H93', 'format': 'Preço página do produtoR$ 140,00R$140,00em até 12x de R$ 13,06R$13,06 com juros Entrega R$ 35: 1 - 8 de ago.'}]"
B0CLDWRHSH,"WAP Motoserra Sabre à Bateria 6&quot; K21 S01, com Autonomia de 20 Minutos e Corte Máximo de 10cm, 3600rpm 21V Bivolt","R$ 314,90","R$ 349,88",BRL,4.3,197,https://www.amazon.com.br/dp/B0CLDWRHSH,https://m.media-amazon.com/images/I/61cj1q5xOTL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 314,90",False,True,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,Escolha,,,,
B0D5J44PG9,Câmera de Vigilância e Segurança Externa Ip A8 Prova Dágua Infravermelho com conexão Wifi,"R$ 119,95",,BRL,4.5,395,https://www.amazon.com.br/dp/B0D5J44PG9,https://m.media-amazon.com/images/I/51PaDC3dLZL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 119,95",False,False,False,False,Mais de 500 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DLRWN926,"Wurdan Luz de Leitura para Livro, 3 Cores e 5 Níveis de Brilho Ajustáveis, Design Ergonômico e Cuidados Oculares, Ângulo de Feixe Estreito, Cinza","R$ 109,99","R$ 124,90",BRL,4.3,15,https://www.amazon.com.br/dp/B0DLRWN926,https://m.media-amazon.com/images/I/51OcAI3bXJL._AC_UY654_FMwebp_QL65_.jpg,10,"R$ 109,00",False,False,False,False,Mais de 30 compras no mês passado,"Entrega GRÁTIS: qui., 31 de jul.",False,,,,,,
B00V8IOPCW,"Tanque de Encaixe em Aço Inox Acetinado 50X40cm, Tramontina, 94400107","R$ 362,96","R$ 436,05",BRL,4.8,1086,https://www.amazon.com.br/dp/B00V8IOPCW,https://m.media-amazon.com/images/I/51EOSiI7S8L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 362,96",False,False,False,False,Mais de 200 compras no mês passado,"Entrega R$ 25,41: 15 - 26 de ago.",False,,,Aço inoxidável,,,
B0CVYRV24P,"WAP Umidificador de Ar AIR FLOW U2 com Luminária e Difusor de Aromas, 2,3 Litros, Autonomia de até 23 horas, 25W Bivolt","R$ 139,82",,BRL,4.6,3445,https://www.amazon.com.br/dp/B0CVYRV24P,https://m.media-amazon.com/images/I/61RN-7FMxZL._AC_UY654_FMwebp_QL65_.jpg,25,"R$ 118,15",False,False,False,False,Mais de 800 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0D85CZRXS,"WAP Aquecedor de Ar Elétrico Portátil AIR HEAT CERAMIC, 3 em 1, com 2 Níveis de Aquecimento e Oscilação, 1500W 220V","R$ 288,00",,BRL,4.5,69,https://www.amazon.com.br/dp/B0D85CZRXS,https://m.media-amazon.com/images/I/81uFv84WFQL._AC_UY654_FMwebp_QL65_.jpg,4,"R$ 280,00",False,False,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DLRWN926,"Wurdan Luz de Leitura para Livro, 3 Cores e 5 Níveis de Brilho Ajustáveis, Design Ergonômico e Cuidados Oculares, Ângulo de Feixe Estreito, Cinza","R$ 109,99","R$ 124,90",BRL,4.3,15,https://www.amazon.com.br/dp/B0DLRWN926,https://m.media-amazon.com/images/I/51OcAI3bXJL._AC_UY654_FMwebp_QL65_.jpg,10,"R$ 109,00",False,False,False,False,Mais de 30 compras no mês passado,"Entrega GRÁTIS: qui., 31 de jul.",False,,,,,,
B00V8IOPCW,"Tanque de Encaixe em Aço Inox Acetinado 50X40cm, Tramontina, 94400107","R$ 362,96","R$ 436,05",BRL,4.8,1086,https://www.amazon.com.br/dp/B00V8IOPCW,https://m.media-amazon.com/images/I/51EOSiI7S8L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 362,96",False,False,False,False,Mais de 200 compras no mês passado,"Entrega R$ 25,41: 15 - 26 de ago.",False,,,Aço inoxidável,,,
B0CVYRV24P,"WAP Umidificador de Ar AIR FLOW U2 com Luminária e Difusor de Aromas, 2,3 Litros, Autonomia de até 23 horas, 25W Bivolt","R$ 139,82",,BRL,4.6,3445,https://www.amazon.com.br/dp/B0CVYRV24P,https://m.media-amazon.com/images/I/61RN-7FMxZL._AC_UY654_FMwebp_QL65_.jpg,25,"R$ 118,15",False,False,False,False,Mais de 800 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0D85CZRXS,"WAP Aquecedor de Ar Elétrico Portátil AIR HEAT CERAMIC, 3 em 1, com 2 Níveis de Aquecimento e Oscilação, 1500W 220V","R$ 288,00",,BRL,4.5,69,https://www.amazon.com.br/dp/B0D85CZRXS,https://m.media-amazon.com/images/I/81uFv84WFQL._AC_UY654_FMwebp_QL65_.jpg,4,"R$ 280,00",False,False,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0793KTZXB,Docol Cabide Trip - Cod.Novo: 90007617006 Cod.Antigo: 00761706,"R$ 104,90",,BRL,4.8,500,https://www.amazon.com.br/dp/B0793KTZXB,https://m.media-amazon.com/images/I/51tRrWltMmL._AC_UY654_FMwebp_QL65_.jpg,17,"R$ 97,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0DG9VSCBX,Elgin Umidificador de ar Touch 4L com difusor de aroma Bivolt,"R$ 173,91","R$ 212,64",BRL,4.3,18,https://www.amazon.com.br/dp/B0DG9VSCBX,https://m.media-amazon.com/images/I/41+yTILvOrL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 173,91",False,False,True,False,Mais de 30 compras no mês passado,,False,,Oferta Prime Day,,,,
B0DK41DQRY,"Boiserie Moldura Roda Meio de EVA Autocolante MRP Meu Rodapé Oficial 3,8cm de altura - Rolo de 10 metros","R$ 141,25","R$ 156,52",BRL,5,5,https://www.amazon.com.br/dp/B0DK41DQRY,https://m.media-amazon.com/images/I/416hUzC5c3L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 141,25",False,False,False,False,,"Entrega GRÁTIS: ter., 5 de ago.",False,,Economize 9%,,,,
B0DPR3W3LM,"Combo 2 Refletores LED 200W Holofote Bivolt Branco Frio IP66 SMD à Prova D&#x27;Água, Luz Alta Potência para Fachadas, Jardins, Piscinas, Eventos, Iluminação Moderna e Eficiente - Linha Premium SellXpert","R$ 109,99",,BRL,4.4,19,https://www.amazon.com.br/dp/B0DPR3W3LM,https://m.media-amazon.com/images/I/41AWqB2Mx6L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 109,99",False,False,False,False,Mais de 40 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 5% com o cupom,,,,,
B0D26V1BKQ,Bosch Lixadeira Orbital GSS 140 220V 220W com 1 lixa,"R$ 254,99","R$ 285,04",BRL,4.8,65,https://www.amazon.com.br/dp/B0D26V1BKQ,https://m.media-amazon.com/images/I/51Tvw+kePJL._AC_UY654_FMwebp_QL65_.jpg,4,"R$ 279,00",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B09QRCRYJF,"Bosch Esmerilhadeira GWS 700, 710W 127V, Azul","R$ 279,89","R$ 289,99",BRL,4.8,730,https://www.amazon.com.br/dp/B09QRCRYJF,https://m.media-amazon.com/images/I/612L9RHxR4L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 279,89",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0DMWX4Y3H,Torneira Flexível de Inox Com Filtro Para Cozinha Instalação de Parede - Ouro Metais,"R$ 114,98",,BRL,3.5,42,https://www.amazon.com.br/dp/B0DMWX4Y3H,https://m.media-amazon.com/images/I/5100aPoo4QL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 114,98",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0F93926XN,"FINYQBET Compressor de Ar Portátil - 20000mAh, Bomba de Pneu sem Fio 150 PSI, Luz LED de Emergência, Medidor de Pressão Preciso, para Carros, Bicicletas, Motos e Viagens ao Ar Livre","R$ 118,99","R$ 139,99",BRL,5,1,https://www.amazon.com.br/dp/B0F93926XN,https://m.media-amazon.com/images/I/51PwJwbp3IL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 118,99",False,False,True,False,Mais de 20 compras no mês passado,,False,,Com Prime,,,,
B0DJBY5457,5 Rodas Anti Risco Universal 75mm para Cadeira de Escritório - Alta Durabilidade e Mobilidade,"R$ 119,90",,BRL,4.4,37,https://www.amazon.com.br/dp/B0DJBY5457,https://m.media-amazon.com/images/I/51JPofrrh3L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 119,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0D62ZFDBY,"TINICO Torneira Cozinha Gourmet Misturador Monocomando Com Spray Extensor, Volante Em Alavanca Com Abertura Mais Leve, Dourado","R$ 159,30","R$ 177,00",BRL,4.1,129,https://www.amazon.com.br/dp/B0D62ZFDBY,https://m.media-amazon.com/images/I/71l3muZZqzL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 159,30",False,False,True,False,,Estimativa de envio de 2 a 3 dias,True,,Com Prime,,,,
B0DCWCN7KJ,CHUVEIRO ELETRÔNICO - DUCHA INTENSE 220V – 7.800W BLACK SUPER POTENTE – FAME,"R$ 309,90",,BRL,4.2,174,https://www.amazon.com.br/dp/B0DCWCN7KJ,https://m.media-amazon.com/images/I/41fj9OD+CgL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 309,90",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: qui., 31 de jul.",False,,,,,,
B0DSZLTX2F,"TNT Lona de Polietileno Branca Forte Reforçada 150 Micras para Piscina, Toldo, Cobertura (3x5)","R$ 111,90",,BRL,4.8,15,https://www.amazon.com.br/dp/B0DSZLTX2F,https://m.media-amazon.com/images/I/61DzNUrGGxL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 111,90",False,False,False,True,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
